obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:425.0_obsid:wp4-f5_variable:o0,4.07044e-05,0.0,conc,,,wp4-f5,conc,lst,425.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:425.0_obsid:wp4-f5_variable:ph,6.92204,0.0,conc,,,wp4-f5,conc,lst,425.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:425.0_obsid:wp4-f5_variable:so4,0.000726223,0.0,conc,,,wp4-f5,conc,lst,425.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:welopt-ly1_variable:so4,0.000442581,0.0,forecast,,,welopt-ly1,conc,lst,426.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:welopt-ly3_variable:o0,4.66921e-11,0.0,conc,,,welopt-ly3,conc,lst,426.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:welopt-ly3_variable:ph,6.82888,0.0,conc,,,welopt-ly3,conc,lst,426.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:welopt-ly3_variable:so4,0.000796598,0.0,forecast,,,welopt-ly3,conc,lst,426.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:welopt-ly5_variable:so4,0.000566428,0.0,forecast,,,welopt-ly5,conc,lst,426.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp1-f3_variable:o0,5.93443e-11,0.0,conc,,,wp1-f3,conc,lst,426.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp1-f3_variable:ph,6.67359,0.0,conc,,,wp1-f3,conc,lst,426.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp1-f3_variable:so4,0.000743953,0.0,conc,,,wp1-f3,conc,lst,426.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp4-f5_variable:o0,4.07044e-05,0.0,conc,,,wp4-f5,conc,lst,426.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp4-f5_variable:ph,6.92204,0.0,conc,,,wp4-f5,conc,lst,426.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:426.0_obsid:wp4-f5_variable:so4,0.000726223,0.0,conc,,,wp4-f5,conc,lst,426.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:welopt-ly1_variable:so4,0.000442581,0.0,forecast,,,welopt-ly1,conc,lst,427.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:welopt-ly3_variable:o0,4.66921e-11,0.0,conc,,,welopt-ly3,conc,lst,427.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:welopt-ly3_variable:ph,6.82888,0.0,conc,,,welopt-ly3,conc,lst,427.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:welopt-ly3_variable:so4,0.000796598,0.0,forecast,,,welopt-ly3,conc,lst,427.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:welopt-ly5_variable:so4,0.000566428,0.0,forecast,,,welopt-ly5,conc,lst,427.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp1-f3_variable:o0,5.93443e-11,0.0,conc,,,wp1-f3,conc,lst,427.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp1-f3_variable:ph,6.67359,0.0,conc,,,wp1-f3,conc,lst,427.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp1-f3_variable:so4,0.000743953,0.0,conc,,,wp1-f3,conc,lst,427.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp4-f5_variable:o0,4.07044e-05,0.0,conc,,,wp4-f5,conc,lst,427.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp4-f5_variable:ph,6.92204,0.0,conc,,,wp4-f5,conc,lst,427.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:427.0_obsid:wp4-f5_variable:so4,0.000726223,0.0,conc,,,wp4-f5,conc,lst,427.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:welopt-ly1_variable:so4,0.000442581,0.0,forecast,,,welopt-ly1,conc,lst,428.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:welopt-ly3_variable:o0,4.66921e-11,0.0,conc,,,welopt-ly3,conc,lst,428.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:welopt-ly3_variable:ph,6.82888,0.0,conc,,,welopt-ly3,conc,lst,428.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:welopt-ly3_variable:so4,0.000796598,0.0,forecast,,,welopt-ly3,conc,lst,428.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:welopt-ly5_variable:so4,0.000566428,0.0,forecast,,,welopt-ly5,conc,lst,428.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp1-f3_variable:o0,5.93443e-11,0.0,conc,,,wp1-f3,conc,lst,428.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp1-f3_variable:ph,6.67359,0.0,conc,,,wp1-f3,conc,lst,428.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp1-f3_variable:so4,0.000743953,0.0,conc,,,wp1-f3,conc,lst,428.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp4-f5_variable:o0,4.07044e-05,0.0,conc,,,wp4-f5,conc,lst,428.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp4-f5_variable:ph,6.92204,0.0,conc,,,wp4-f5,conc,lst,428.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:428.0_obsid:wp4-f5_variable:so4,0.000726223,0.0,conc,,,wp4-f5,conc,lst,428.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,429.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,429.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,429.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,429.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,429.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,429.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,429.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,429.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,429.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,429.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:429.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,429.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,43.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,43.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:welopt-ly3_variable:so4,5.51113e-05,0.0,conc,,,welopt-ly3,conc,lst,43.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp1-f3_variable:o0,0.0,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,43.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp1-f3_variable:ph,6.67487,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,43.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp1-f3_variable:so4,5.52398e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,43.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp4-f5_variable:o0,2.69863e-35,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,43.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp4-f5_variable:ph,6.62762,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,43.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:43.0_obsid:wp4-f5_variable:so4,9.0643e-05,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,43.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,430.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,430.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,430.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,430.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,430.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,430.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,430.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,430.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,430.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,430.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:430.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,430.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,431.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,431.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,431.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,431.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,431.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,431.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,431.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,431.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,431.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,431.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:431.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,431.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,432.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,432.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,432.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,432.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,432.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,432.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,432.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,432.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,432.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,432.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:432.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,432.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,433.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,433.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,433.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,433.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,433.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,433.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,433.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,433.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,433.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,433.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:433.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,433.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,434.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,434.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,434.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,434.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,434.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,434.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,434.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,434.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,434.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,434.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:434.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,434.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:welopt-ly1_variable:so4,0.000453592,0.0,forecast,,,welopt-ly1,conc,lst,435.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:welopt-ly3_variable:o0,4.14336e-11,0.0,conc,,,welopt-ly3,conc,lst,435.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:welopt-ly3_variable:ph,6.86328,0.0,conc,,,welopt-ly3,conc,lst,435.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:welopt-ly3_variable:so4,0.000828939,0.0,forecast,,,welopt-ly3,conc,lst,435.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:welopt-ly5_variable:so4,0.000594794,0.0,forecast,,,welopt-ly5,conc,lst,435.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp1-f3_variable:o0,4.93557e-11,0.0,conc,,,wp1-f3,conc,lst,435.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp1-f3_variable:ph,6.69402,0.0,conc,,,wp1-f3,conc,lst,435.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp1-f3_variable:so4,0.000758432,0.0,conc,,,wp1-f3,conc,lst,435.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp4-f5_variable:o0,0.00012336,0.0,conc,,,wp4-f5,conc,lst,435.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp4-f5_variable:ph,6.80701,0.0,conc,,,wp4-f5,conc,lst,435.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:435.0_obsid:wp4-f5_variable:so4,0.000767574,0.0,conc,,,wp4-f5,conc,lst,435.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,436.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,436.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,436.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,436.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,436.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,436.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,436.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,436.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,436.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,436.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:436.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,436.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,437.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,437.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,437.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,437.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,437.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,437.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,437.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,437.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,437.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,437.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:437.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,437.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,438.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,438.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,438.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,438.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,438.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,438.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,438.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,438.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,438.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,438.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:438.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,438.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,439.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,439.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,439.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,439.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,439.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,439.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,439.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,439.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,439.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,439.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:439.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,439.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,44.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,44.0,sim,ph,
