obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:665.0_obsid:wp4-f5_variable:so4,0.00041632,0.0,conc,,,wp4-f5,conc,lst,665.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:welopt-ly1_variable:so4,0.000703722,0.0,forecast,,,welopt-ly1,conc,lst,666.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:welopt-ly3_variable:o0,4.79035e-10,0.0,conc,,,welopt-ly3,conc,lst,666.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:welopt-ly3_variable:ph,6.60316,0.0,conc,,,welopt-ly3,conc,lst,666.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:welopt-ly3_variable:so4,0.000637586,0.0,forecast,,,welopt-ly3,conc,lst,666.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:welopt-ly5_variable:so4,0.000709608,0.0,forecast,,,welopt-ly5,conc,lst,666.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp1-f3_variable:o0,3.06321e-10,0.0,conc,,,wp1-f3,conc,lst,666.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp1-f3_variable:ph,6.6553,0.0,conc,,,wp1-f3,conc,lst,666.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp1-f3_variable:so4,0.000707397,0.0,conc,,,wp1-f3,conc,lst,666.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp4-f5_variable:o0,0.000160736,0.0,conc,,,wp4-f5,conc,lst,666.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp4-f5_variable:ph,6.73594,0.0,conc,,,wp4-f5,conc,lst,666.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:666.0_obsid:wp4-f5_variable:so4,0.00041632,0.0,conc,,,wp4-f5,conc,lst,666.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:welopt-ly1_variable:so4,0.000707011,0.0,forecast,,,welopt-ly1,conc,lst,667.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:welopt-ly3_variable:o0,4.05882e-10,0.0,conc,,,welopt-ly3,conc,lst,667.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:welopt-ly3_variable:ph,6.62895,0.0,conc,,,welopt-ly3,conc,lst,667.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:welopt-ly3_variable:so4,0.000604142,0.0,forecast,,,welopt-ly3,conc,lst,667.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:welopt-ly5_variable:so4,0.000692611,0.0,forecast,,,welopt-ly5,conc,lst,667.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp1-f3_variable:o0,2.99301e-10,0.0,conc,,,wp1-f3,conc,lst,667.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp1-f3_variable:ph,6.6523,0.0,conc,,,wp1-f3,conc,lst,667.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp1-f3_variable:so4,0.000700498,0.0,conc,,,wp1-f3,conc,lst,667.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp4-f5_variable:o0,0.000116279,0.0,conc,,,wp4-f5,conc,lst,667.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp4-f5_variable:ph,6.71004,0.0,conc,,,wp4-f5,conc,lst,667.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:667.0_obsid:wp4-f5_variable:so4,0.000422938,0.0,conc,,,wp4-f5,conc,lst,667.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:welopt-ly1_variable:so4,0.000707011,0.0,forecast,,,welopt-ly1,conc,lst,668.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:welopt-ly3_variable:o0,4.05882e-10,0.0,conc,,,welopt-ly3,conc,lst,668.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:welopt-ly3_variable:ph,6.62895,0.0,conc,,,welopt-ly3,conc,lst,668.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:welopt-ly3_variable:so4,0.000604142,0.0,forecast,,,welopt-ly3,conc,lst,668.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:welopt-ly5_variable:so4,0.000692611,0.0,forecast,,,welopt-ly5,conc,lst,668.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp1-f3_variable:o0,2.99301e-10,0.0,conc,,,wp1-f3,conc,lst,668.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp1-f3_variable:ph,6.6523,0.0,conc,,,wp1-f3,conc,lst,668.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp1-f3_variable:so4,0.000700498,0.0,conc,,,wp1-f3,conc,lst,668.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp4-f5_variable:o0,0.000116279,0.0,conc,,,wp4-f5,conc,lst,668.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp4-f5_variable:ph,6.71004,0.0,conc,,,wp4-f5,conc,lst,668.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:668.0_obsid:wp4-f5_variable:so4,0.000422938,0.0,conc,,,wp4-f5,conc,lst,668.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:welopt-ly1_variable:so4,0.000707011,0.0,forecast,,,welopt-ly1,conc,lst,669.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:welopt-ly3_variable:o0,4.05882e-10,0.0,conc,,,welopt-ly3,conc,lst,669.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:welopt-ly3_variable:ph,6.62895,0.0,conc,,,welopt-ly3,conc,lst,669.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:welopt-ly3_variable:so4,0.000604142,0.0,forecast,,,welopt-ly3,conc,lst,669.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:welopt-ly5_variable:so4,0.000692611,0.0,forecast,,,welopt-ly5,conc,lst,669.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp1-f3_variable:o0,2.99301e-10,0.0,conc,,,wp1-f3,conc,lst,669.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp1-f3_variable:ph,6.6523,0.0,conc,,,wp1-f3,conc,lst,669.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp1-f3_variable:so4,0.000700498,0.0,conc,,,wp1-f3,conc,lst,669.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp4-f5_variable:o0,0.000116279,0.0,conc,,,wp4-f5,conc,lst,669.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp4-f5_variable:ph,6.71004,0.0,conc,,,wp4-f5,conc,lst,669.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:669.0_obsid:wp4-f5_variable:so4,0.000422938,0.0,conc,,,wp4-f5,conc,lst,669.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,67.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,67.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:welopt-ly3_variable:so4,5.5104e-05,0.0,conc,,,welopt-ly3,conc,lst,67.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp1-f3_variable:o0,0.0,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,67.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp1-f3_variable:ph,6.67382,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,67.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp1-f3_variable:so4,5.67167e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,67.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp4-f5_variable:o0,3.1464399999999997e-31,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,67.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp4-f5_variable:ph,6.4196,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,67.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:67.0_obsid:wp4-f5_variable:so4,0.000463508,16681.026250096955,wp4-f5:so4,,,wp4-f5,conc,lst,67.0,sim,so4,5.994835000000001e-05
